SK_ID_CURR,N_BUREAU_LOANS,N_BUREAU_ACTIVE,N_BUREAU_BAD_DEBT,AVG_BUREAU_CREDIT_SUM
216570,1,1,0,207000.0
216571,1,1,0,270000.0
216572,4,2,0,151495.88
216573,13,10,0,157433.89
216574,2,0,0,116475.75
216575,4,1,0,194051.25
216576,1,1,0,976140.0
216577,3,3,0,427500.0
216578,5,1,0,95240.66
216579,21,7,0,201382.5
216580,9,5,0,846490.0
216581,2,1,0,710280.0
216582,5,1,0,185662.8
216583,1,0,0,180000.0
216585,9,2,0,138970.19
216586,4,2,0,283393.12
216587,3,2,0,209820.0
216588,21,5,0,130893.71
216589,4,4,0,378000.0
216590,10,4,0,160395.75
216591,4,0,0,80987.625
216593,7,5,0,146307.4
216594,6,1,0,133608.0
216596,2,1,0,70346.25
216597,23,8,0,399553.8
216598,1,1,0,810000.0
216599,3,0,0,95130.0
216600,2,0,0,109275.75
216601,23,6,0,73808.74
216602,3,1,0,217425.0
216603,1,0,0,344020.5
216604,2,1,0,160875.0
216605,4,2,0,34466.625
216606,8,1,0,184815.94
216607,8,2,0,581195.8
216608,2,1,0,83227.5
216609,4,3,0,290812.5
216610,9,0,0,148380.5
216611,1,0,0,40792.5
216612,2,0,0,99067.5
216613,6,1,0,270709.03
216614,9,3,0,71457.68
216615,4,1,0,97210.125
216616,19,1,0,301871.34
216617,5,2,0,705600.0
216618,4,2,0,1.8376762e+06
216619,3,0,0,116814.0
216621,2,0,0,46918.44
216622,2,2,0,144000.0
216623,8,4,0,679055.6
216624,9,5,0,1.1885885e+06
216625,2,0,0,0.0
216627,6,2,0,378500.25
216628,3,2,0,118185.0
216630,5,2,0,117143.375
216631,4,1,0,1.125e+06
216633,2,0,0,60837.75
216634,2,1,0,900000.0
216635,9,2,0,99658.5
216636,2,1,0,91741.05
216637,3,0,0,160107.0
216638,10,4,0,230262.25
216639,12,3,0,98205.72
216640,1,1,0,989100.0
216641,2,0,0,213201.0
216642,3,3,0,136035.0
216643,6,1,0,1.5811199e+06
216644,2,2,0,24750.0
216645,2,0,0,399489.78
216646,6,1,0,138505.5
216647,12,5,0,371343.75
216648,3,2,0,80764.5
216649,1,1,0,220302.0
216651,3,1,0,1.2324e+06
216654,10,2,0,92804.805
216655,9,0,0,158555.39
216656,11,1,0,65061.36
216657,11,3,0,267523.75
216658,9,4,0,380693.44
216659,5,4,0,222805.5
216661,1,1,0,405000.0
216663,10,3,0,521967.5
216664,4,2,0,117740.25
216667,4,3,0,294826.94
216668,9,2,0,53799.203
216671,6,2,0,224183.38
216672,12,2,0,116640.75
216673,2,1,0,222036.75
216674,6,2,0,122224.836
216675,14,10,0,154021.17
216676,4,2,0,36517.5
216677,3,0,0,147633.0
216678,13,1,0,284816.12
216679,8,1,0,182582.11
216680,6,3,0,91896.71
216681,7,4,0,560571.44
216683,1,1,0,95107.5
216684,16,7,0,147799.97
216685,2,1,0,1.01475e+06
216686,1,0,0,37670.4
216687,5,1,0,2.4057108e+06
216688,7,2,0,528933.9
216689,3,0,0,55684.5
216691,4,1,0,69909.36
216692,5,2,0,1.5285852e+06
216693,9,3,0,186290.0
216694,9,2,0,151022.81
216696,3,1,0,158007.0
216697,12,4,0,388233.6
216698,2,1,0,117193.5
216699,11,4,0,93908.87
216700,6,1,0,39007.2
216701,16,4,0,142418.03
216702,1,0,0,144558.0
216704,7,1,0,87285.86
216706,2,1,0,1.1643638e+06
216707,5,1,0,49058.62
216708,2,1,0,621405.0
216712,2,1,0,427500.0
216713,4,2,0,678240.0
216716,15,3,0,192298.5
216717,1,1,0,180000.0
216718,5,3,0,285300.0
216720,8,1,0,364810.5
216722,4,3,0,1.6455668e+06
216723,2,1,0,177187.5
216724,5,3,0,381439.8
216725,8,1,0,61951.016
216726,2,1,0,84114.0
216727,2,2,0,77454.0
216728,14,1,0,482339.47
216729,4,1,0,78179.625
216730,9,5,0,248701.61
216731,2,2,0,7.74747e+06
216732,1,1,0,6.75e+06
216735,3,0,0,36054.3
216737,5,1,0,302040.16
216738,9,1,0,352702.88
216739,4,0,0,468291.9
216740,10,4,0,1.6226578e+06
216741,5,0,0,119284.42
216742,9,0,0,87069.0
216743,6,1,0,253608.0
216744,10,6,0,655194.6
216746,5,3,0,413841.6
216747,2,0,0,97469.414
216748,2,1,0,155250.0
216749,10,1,0,167193.16
216750,3,0,0,77256.0
216751,4,1,0,521340.75
216752,10,2,0,70443.266
216753,4,1,0,213754.5
216754,3,0,0,44480.426
216757,11,3,0,485117.2
216759,2,0,0,151647.75
216760,2,1,0,119385.0
216761,6,4,0,211206.0
216762,8,3,0,127482.11
216764,9,3,0,162406.0
216765,9,2,0,473781.0
216766,4,1,0,137286.0
216767,4,1,0,107205.75
216768,7,1,0,471666.84
216769,18,6,0,451804.6
216770,14,6,0,497657.56
216771,8,2,0,446473.12
216772,3,2,0,61897.5
216774,3,1,0,160952.83
216775,3,2,0,295861.0
216777,5,3,0,87228.9
216778,5,3,0,210683.6
216779,3,2,0,1.002e+06
216781,1,0,0,855000.0
216782,3,3,0,536700.0
216784,1,1,0,450000.0
216785,2,1,0,4.6125e+06
216786,2,1,0,132032.25
216788,7,2,0,305811.06
216789,2,0,0,247500.0
216791,5,0,0,56989.8
216792,3,1,0,185125.5
216793,16,5,0,97330.78
216794,5,1,0,330898.5
216795,2,2,0,100802.23
216796,1,0,0,84303.0
216797,3,1,0,228174.0
216798,4,3,0,346278.38
216799,17,8,0,514522.34
216800,2,1,0,95655.78
216802,7,2,0,982688.8
216804,5,1,0,1.3042485e+06
216805,2,1,0,315000.0
216807,7,1,0,122766.43
216808,14,5,0,500298.75
216809,5,4,0,84910.5
216812,10,4,0,1.496812e+06
216813,7,4,0,172510.08
216815,5,2,0,93941.305
216816,8,6,0,143129.6
216817,4,1,0,150043.72
216818,1,0,0,64831.5
216819,7,3,0,95025.86
216820,11,3,0,383385.03
216821,2,1,0,682875.0
216822,5,0,0,84246.23
216823,6,1,0,234242.25
216824,14,4,0,107163.45
216826,6,4,0,224909.25
216827,5,2,0,97595.1
216828,3,2,0,107325.0
216829,1,1,0,450000.0
216831,9,2,0,155655.23
216832,5,3,0,1.0590732e+06
216833,1,1,0,39460.5
216834,7,3,0,284187.84
216836,1,0,0,124110.0
216837,2,2,0,583850.4
216838,1,1,0,93001.5
216839,2,1,0,45000.0
216840,2,0,0,22239.0
216841,10,2,0,64096.125
216842,10,0,0,67932.0
216843,1,0,0,108000.0
216844,4,0,0,147204.12
216845,5,2,0,171638.64
216846,12,6,0,337127.25
216847,8,2,0,432954.2
216848,4,1,0,151855.88
216849,4,2,0,190114.88
216850,4,2,0,530390.25
216851,18,7,0,318216.0
216852,4,1,0,152832.38
216853,16,4,0,125291.37
216854,3,2,0,79624.38
216855,3,0,0,23961.0
216856,16,4,0,166407.12
216857,4,2,0,1.036125e+06
216858,4,2,0,471431.25
216859,2,2,0,798750.0
216860,1,0,0,40455.0
216862,1,1,0,432000.0
216863,2,2,0,742500.0
216865,2,1,0,873868.5
216866,18,11,0,139849.88
216867,1,0,0,228375.0
216868,2,0,0,115854.75
216869,7,2,0,73199.57
216870,4,2,0,89053.4
216871,4,1,0,1.0117294e+06
216872,5,4,0,107487.95
216873,3,0,0,213289.42
216874,7,1,0,577692.0
216876,6,2,0,107108.25
216877,1,1,0,450000.0
216878,3,1,0,47649.0
216880,5,2,0,2.83275e+06
216881,1,0,0,28174.5
216883,6,1,0,141176.25
216884,9,1,0,549227.0
216885,4,4,0,463375.12
216886,6,3,0,47069.473
216887,5,1,0,39600.0
216888,2,2,0,72378.0
216889,1,0,0,27621.0
216890,2,1,0,25425.0
216891,9,7,0,189245.25
216892,2,0,0,118033.766
216893,5,3,0,289314.88
216894,5,3,0,600210.0
216895,3,1,0,117145.5
216896,1,0,0,106650.0
216897,8,5,0,247875.58
216898,6,2,0,513670.22
216899,2,1,0,205922.86
216901,1,1,0,95539.5
216903,6,3,0,42579.0
216904,1,0,0,301590.0
216905,4,2,0,201487.5
216906,2,1,0,126051.75
216907,2,0,0,79944.44
216909,2,2,0,117000.0
216910,1,1,0,95137.42
216911,12,6,0,361903.84
216913,1,1,0,90000.0
216914,1,1,0,1.368e+06
216915,2,0,0,73602.0
216916,14,7,0,125269.62
216917,9,3,0,2.0205945e+06
216918,6,2,0,705431.3
216919,4,2,0,167349.38
216921,7,3,0,266897.06
216922,2,2,0,450000.0
216925,1,1,0,81000.0
216926,3,0,0,53034.0
216927,3,0,0,158944.5
216928,12,4,0,90459.53
216929,10,2,0,545453.7
216930,3,0,0,66091.5
216931,3,0,0,396814.66
216932,3,3,0,160407.0
216933,3,0,0,92395.5
216934,4,1,0,223790.62
216935,5,3,0,206091.9
216936,1,0,0,29025.0
216938,4,2,0,216874.12
216939,3,2,0,218425.5
216940,3,2,0,103297.96
216941,12,4,0,87299.96
216942,1,0,0,292500.0
216943,21,8,0,132310.7
216944,2,0,0,95240.25
216945,1,1,0,450000.0
216946,15,3,0,145516.8
216947,4,0,0,31291.875
216948,7,1,0,159773.78
216949,1,0,0,1.575e+06
216950,1,0,0,405000.0
216951,3,1,0,120228.305
216952,13,6,0,155215.42
216953,7,4,0,234480.14
216954,3,3,0,277320.0
216955,5,1,0,141536.55
216956,8,1,0,74086.875
216957,1,1,0,472500.0
216959,6,1,0,162307.16
216960,5,2,0,222709.5
216961,11,6,0,216191.86
216962,7,1,0,107332.71
216963,3,1,0,2.076357e+06
216965,2,2,0,186750.0
216966,3,2,0,7.6275e+06
216967,7,1,0,442402.06
216968,4,2,0,140625.0
216969,1,1,0,270000.0
216972,3,3,0,528750.0
216973,3,0,0,167809.5
216974,6,2,0,612750.0
216977,7,5,0,539470.3
216978,1,0,0,119826.0
216979,4,1,0,129375.0
216980,3,2,0,92235.0
216981,6,2,0,308680.12
216983,1,1,0,45000.0
216984,1,0,0,4.725e+06
216985,12,3,0,247842.36
216986,2,2,0,4.624886e+06
216987,7,3,0,776352.9
216988,7,2,0,419090.16
216989,4,1,0,558212.6
216990,3,1,0,285714.0
216991,6,0,0,178383.06
216992,2,1,0,152074.9
216993,12,3,0,127732.99
216994,2,0,0,27000.0
216996,1,1,0,135000.0
216997,3,1,0,110647.5
216998,1,1,0,202500.0
216999,5,3,0,462288.6
217001,6,2,0,168208.5
217003,10,4,0,152717.6
217004,7,2,0,438002.22
217005,5,4,0,1.2418002e+06
217006,9,3,0,135565.0
217009,1,1,0,225000.0
217011,1,0,0,85063.5
217012,1,1,0,137891.25
217013,2,1,0,285997.5
217014,3,1,0,136933.4
217015,3,2,0,517242.0
217016,1,1,0,1.076787e+06
217017,5,3,0,534034.6
217018,26,6,0,220072.5
217020,4,1,0,93927.375
217021,9,4,0,263417.0
217022,6,1,0,228876.0
217023,4,1,0,125570.25
217024,4,1,0,1.00125e+06
217027,1,1,0,0.0
217028,8,3,0,540639.0
217029,9,1,0,93379.05
217030,2,0,0,336678.75
217031,2,1,0,200250.0
217032,4,1,0,95525.19
217033,1,1,0,19552.5
217034,2,0,0,65090.25
217035,1,0,0,128094.34
217036,4,2,0,376436.25
217037,5,2,0,33741.0
217038,1,0,0,111600.0
217040,11,2,0,287595.0
217041,3,3,0,237000.0
217042,1,0,0,153000.0
217043,8,4,0,327142.12
217044,4,3,0,180612.9
217045,3,2,0,107251.98
217046,1,1,0,80046.0
217047,1,1,0,251752.5
217048,16,1,0,1.2545839e+06
217049,1,0,0,73669.5
217050,8,2,0,68679.56
217051,7,5,0,248824.92
217052,2,1,0,350442.22
217053,1,0,0,83205.0
217054,8,4,0,383272.1
217055,3,1,0,344938.5
217056,3,0,0,128031.0
217059,4,1,0,538875.0
217060,13,1,0,129572.38
217061,9,1,0,277143.62
217062,22,4,0,320343.12
217063,1,1,0,2.2753885e+06
217065,3,2,0,260659.5
217066,1,1,0,326340.0
217067,1,1,0,450000.0
217068,3,2,0,92394.0
217069,4,3,0,1.9843481e+06
217070,8,4,0,298222.3
217071,5,1,0,351612.0
217072,3,2,0,49796.28
217073,3,2,0,379344.97
217074,14,9,0,265265.03
217075,9,5,0,1.00400425e+06
217076,16,3,0,268512.2
217077,6,1,0,134562.75
217080,8,2,0,62671.5
217081,4,1,0,715103.0
217083,7,3,0,290658.03
217084,4,2,0,279247.5
217085,2,1,0,203040.0
217086,11,6,0,425197.47
217087,1,1,0,142290.0
217088,3,1,0,563268.0
217089,3,2,0,79075.5
217090,8,2,0,191250.0
217091,3,1,0,1.0680195e+06
217092,8,0,0,313577.25
217093,3,2,0,158437.5
217094,5,3,0,527220.0
217095,1,0,0,360000.0
217096,5,4,0,436320.0
217097,4,2,0,247500.0
217098,1,1,0,1.35e+06
217100,10,1,0,63900.055
217101,3,3,0,678000.0
217102,3,2,0,478978.28
217103,7,2,0,88309.29
217105,2,1,0,1.1871678e+06
217106,13,3,0,698503.9
217107,2,1,0,249471.0
217108,1,0,0,75060.0
217109,5,2,0,249133.1
217110,4,3,0,444375.0
217112,2,2,0,731250.0
217114,21,7,0,206166.17
217115,12,3,0,685608.4
217116,4,2,0,65484.156
217118,1,0,0,255690.0
217120,1,0,0,48154.5
217121,4,1,0,137004.75
217122,6,1,0,69441.75
217123,7,3,0,873129.7
217126,4,2,0,802548.0
217127,5,2,0,198268.2
217128,3,2,0,110719.5
217129,2,0,0,49522.5
217130,5,4,0,60844.605
217131,4,2,0,116888.625
217132,3,2,0,110034.0
217134,11,5,0,142584.48
217135,7,4,0,351130.56
217136,7,3,0,399083.47
217137,10,7,0,203298.47
217138,22,6,0,172252.64
217139,1,0,0,43470.0
217140,3,2,0,826380.0
217141,9,2,0,118136.47
217142,1,1,0,26234.234
217143,2,0,0,59607.0
217144,1,0,0,40780.305
217145,1,1,0,18000.0
217146,2,1,0,123432.75
217147,2,1,0,231750.0
217148,2,1,0,1.3862632e+06
217149,2,0,0,105972.75
217150,12,4,0,155512.95
217151,7,6,0,165894.7
217152,10,3,0,413920.34
217153,5,3,0,288000.0
217154,1,1,0,243000.0
217155,7,1,0,99770.14
217156,5,0,0,207786.88
217157,4,1,0,590062.5
217158,5,2,0,260518.5
217159,4,1,0,300051.0
217160,1,1,0,2.25e+06
217161,2,0,0,188738.0
217162,4,2,0,891552.4
217163,16,4,0,350586.38
217164,5,1,0,274949.1
217166,4,1,0,164026.34
217167,1,1,0,630000.0
217168,4,4,0,727875.0
217169,10,6,0,306457.2
217170,4,1,0,660296.25
217172,3,2,0,184812.0
217174,2,1,0,514910.03
217175,1,1,0,99762.08
217176,5,3,0,359235.0
217178,4,2,0,106321.5
217179,5,2,0,1.6540794e+06
217180,9,3,0,205147.56
217184,7,3,0,324421.66
217185,3,2,0,423537.0
217186,5,3,0,177824.7
217187,4,1,0,145512.0
217188,1,1,0,65191.5
217189,12,5,0,121372.5
217190,8,3,0,132979.62
217191,5,5,0,998280.0
217192,12,8,0,364257.16
217195,9,3,0,335134.0
217197,1,0,0,84840.84
217198,5,3,0,414000.0
217199,1,1,0,495000.0
217200,3,0,0,140727.0
217201,5,2,0,127121.4
217202,5,4,0,322137.0
217203,3,2,0,221400.0
217204,6,2,0,1.4623605e+06
217205,6,2,0,105478.875
217206,4,1,0,316672.8
217208,21,6,0,130913.266
217209,11,5,0,86699.84
217210,9,5,0,126992.5
217211,12,1,0,94339.57
217212,3,2,0,256064.0
217214,5,3,0,841812.3
217215,3,2,0,795000.0
217216,9,1,0,152876.22
217217,5,3,0,225000.0
217218,11,4,0,242207.6
217219,6,5,0,396045.0
217220,9,0,0,332457.5
217221,1,1,0,225000.0
217222,13,5,0,332093.78
217223,1,0,0,283095.0
217224,10,1,0,127922.4
217225,4,2,0,33868.957
217226,4,1,0,346426.88
217229,1,0,0,0.0
217230,1,0,0,540000.0
217231,9,4,0,171545.0
217232,21,6,0,95722.66
217233,2,0,0,129915.0
217234,2,2,0,4.58775e+06
217235,4,3,0,92225.99
217237,4,0,0,139726.12
217238,7,1,0,49806.0
217239,5,1,0,287373.5
217240,2,1,0,45000.0
217241,2,0,0,95573.19
217242,7,1,0,87841.63
217243,8,3,0,111543.19
217244,7,3,0,42383.57
217245,11,0,0,33763.387
217246,7,3,0,150134.78
217248,1,1,0,225000.0
217249,2,0,0,44750.0
217252,6,1,0,216125.25
217253,1,1,0,157500.0
217255,6,0,0,141883.5
217256,3,2,0,71982.914
217257,1,1,0,4500.0
217258,2,1,0,154440.0
217259,8,4,0,245812.5
217260,7,3,0,702146.56
217261,2,0,0,208057.5
217262,4,2,0,399937.5
217263,8,3,0,374940.6
217264,5,1,0,108251.125
217265,1,0,0,0.0
217267,7,1,0,65987.836
217268,1,0,0,180000.0
217269,1,0,0,360000.0
217270,2,0,0,219550.66
217271,1,1,0,180000.0
217272,4,0,0,90159.75
217273,7,0,0,91457.12
217274,10,3,0,212236.75
217275,5,4,0,134162.1
217276,6,2,0,1.4302275e+07
217277,9,4,0,204647.0
217278,4,0,0,43155.0
217279,5,3,0,267633.9
217280,4,3,0,179787.38
217282,9,1,0,408656.28
217283,9,0,0,212424.0
217285,10,3,0,367662.22
217286,1,0,0,225000.0
217287,5,0,0,230196.47
217288,2,0,0,109802.25
217289,3,2,0,5.00223e+06
217290,6,3,0,592500.0
217292,8,1,0,135430.86
217293,5,3,0,558387.0
217294,15,2,0,501588.9
217295,9,3,0,114923.5
217296,3,1,0,338630.28
217297,4,0,0,75126.55
217298,1,0,0,169776.0
217299,1,0,0,157500.0
217300,5,3,0,308017.8
217303,7,2,0,372831.44
217304,1,0,0,156600.0
217305,8,4,0,257294.42
217306,8,6,0,295244.44
217308,14,6,0,325843.06
217309,4,2,0,779464.1
217310,4,1,0,319297.5
217311,4,1,0,285750.0
217312,6,3,0,211058.25
217314,9,2,0,236504.5
217315,9,1,0,96015.64
217316,8,2,0,258916.34
217317,1,0,0,91755.0
217318,6,0,0,89282.1
217319,2,1,0,44119.24
217320,5,3,0,212210.84
217321,3,1,0,146862.0
217322,5,2,0,3.8980755e+06
217323,1,1,0,86850.0
217324,6,1,0,580292.25
217325,9,3,0,68820.0
217326,12,3,0,288553.88
217327,3,2,0,36814.215
217328,8,1,0,159779.53
217329,5,3,0,151321.5
217330,6,3,0,805311.3
217331,5,2,0,246425.4
217332,7,2,0,883376.8
217333,9,1,0,56789.91
217334,2,1,0,1.5555938e+06
217335,8,3,0,263137.5
217336,1,1,0,218043.14
217337,4,4,0,82150.875
217339,1,0,0,21085.02
217340,9,4,0,201650.0
217341,2,2,0,744750.0
217342,2,1,0,354615.56
217343,1,1,0,64756.8
217344,4,1,0,259862.62
217345,3,1,0,778585.0
217346,6,2,0,248493.77
217347,3,1,0,62029.5
217348,5,2,0,50004.0
217349,7,2,0,87996.86
217350,14,2,0,263229.44
217351,2,0,0,212304.69
217352,9,6,0,273878.22
217353,2,1,0,310500.0
217354,9,3,0,178086.5
217355,1,1,0,445500.0
217356,3,1,0,112635.0
217357,1,1,0,270000.0
217358,9,5,0,499814.5
217359,11,3,0,1.2632189e+06
217360,6,3,0,1.049049e+06
217362,4,1,0,405500.12
217363,7,4,0,79789.484
217364,4,2,0,57202.875
217365,3,2,0,25210.5
217368,11,3,0,783658.44
217369,1,0,0,1.36989e+06
217371,3,0,0,180884.11
217372,17,5,0,1.2968926e+06
217373,3,3,0,318000.0
217374,1,0,0,2.25e+06
217375,3,1,0,1.1358585e+06
217376,6,3,0,315749.56
217378,10,3,0,193969.89
217379,4,0,0,77972.625
217380,2,1,0,112500.0
217381,7,3,0,2.4711492e+06
217382,15,2,0,222364.5
217383,5,3,0,105782.64
217384,10,3,0,557380.2
217385,3,1,0,651756.0
217386,3,0,0,73931.1
217387,8,5,0,196762.11
217388,14,2,0,87157.125
217389,6,2,0,219829.3
217390,14,3,0,103853.76
217391,4,3,0,100712.25
217393,9,2,0,160048.0
217394,2,1,0,946705.5
217395,16,8,0,187705.97
217397,16,6,0,983383.2
217398,6,2,0,407385.0
217399,1,0,0,207000.0
217400,1,0,0,76180.5
217401,5,4,0,49502.7
217403,5,3,0,342006.3
217405,5,3,0,102318.336
217406,5,4,0,408182.4
217407,10,6,0,574528.0
217408,4,2,0,231465.38
217409,1,1,0,202500.0
217410,8,2,0,167783.06
217411,2,0,0,248175.0
217413,1,1,0,202500.0
217414,4,1,0,215399.19
217415,10,3,0,95985.35
217418,1,0,0,146417.48
217419,5,1,0,89109.0
217421,4,1,0,116065.125
217422,8,3,0,910157.3
217423,6,1,0,802524.94
217424,14,4,0,242829.25
217425,8,1,0,188141.27
217426,4,4,0,636781.5
217427,5,1,0,110944.8
217428,4,2,0,108057.94
217429,1,0,0,99000.0
217430,12,5,0,55695.26
217431,3,0,0,100504.5
217432,1,1,0,630000.0
217433,3,1,0,663108.0
217434,14,8,0,207428.78
217435,8,2,0,61574.96
217436,1,1,0,38043.0
217437,1,0,0,0.0
217438,7,2,0,62417.41
217439,10,5,0,386507.34
217441,7,4,0,390077.8
217442,2,1,0,44466.75
217443,2,1,0,146250.0
217444,1,0,0,315000.0
217445,3,2,0,333750.0
217446,9,2,0,113733.63
217447,1,1,0,135000.0
217449,11,3,0,105158.87
217450,8,3,0,421161.06
217451,4,2,0,281250.0
217453,2,0,0,64680.367
217454,3,2,0,239595.0
217457,8,4,0,121989.375
217458,1,0,0,67500.0
217459,2,1,0,49655.52
217460,7,1,0,126191.89
217461,2,2,0,96862.5
217462,4,1,0,114802.59
217464,8,5,0,154869.25
217465,6,1,0,526382.25
217466,4,3,0,173605.5
217467,1,1,0,135000.0
217469,5,3,0,766596.6
217470,7,7,0,246628.92
217471,7,3,0,314227.94
217472,8,4,0,1.3473431e+06
217473,1,0,0,0.0
217474,2,1,0,89125.56
217475,4,1,0,257546.25
217476,6,4,0,128772.0
217477,5,0,0,74313.0
217478,5,3,0,205812.0
217479,5,2,0,636096.6
217480,1,0,0,60998.4
217481,12,3,0,298278.0
217482,17,11,0,573753.2
217485,5,2,0,87637.5
217486,3,0,0,79932.0
217487,1,0,0,1.56609e+06
217488,1,0,0,218533.5
217489,9,0,0,109752.78
217490,3,1,0,270348.0
217491,1,0,0,855000.0
217492,3,2,0,295200.0
217493,7,2,0,175037.78
217494,3,3,0,240000.0
217496,10,7,0,252802.72
217498,14,2,0,269490.22
217499,4,0,0,146337.28
217500,17,6,0,105606.53
217501,8,1,0,202261.5
217502,5,0,0,95740.2
217503,8,4,0,491642.06
217504,4,2,0,307301.62
217505,2,1,0,112725.0
217506,4,2,0,676050.75
217507,6,3,0,65889.75
217508,2,0,0,80683.61
217509,3,1,0,120850.5
217510,3,2,0,95906.82
217511,10,4,0,1.3359056e+06
217512,12,3,0,198767.62
217513,6,1,0,299673.47
217514,12,1,0,271680.0
217515,11,4,0,230582.05
217516,3,0,0,51620.938
217517,12,7,0,1.0429487e+06
217518,4,1,0,570592.1
217520,6,1,0,132738.0
217521,19,5,0,101504.4
217523,4,1,0,715375.1
217524,4,3,0,724768.9
217525,1,1,0,157500.0
217527,4,1,0,483750.0
217528,1,0,0,115839.0
217529,4,0,0,41885.145
217530,6,3,0,182437.5
217531,4,2,0,81406.125
217532,2,2,0,200250.0
217533,9,3,0,258723.06
217535,6,3,0,154754.92
217537,1,1,0,22500.0
217538,2,1,0,63000.0
217539,6,4,0,366195.75
217541,13,3,0,100348.28
217542,5,1,0,180378.0
217543,7,1,0,120826.93
217544,10,5,0,74914.22
217546,2,1,0,193252.5
217549,3,3,0,222324.0
217550,15,4,0,127804.2
217551,11,2,0,133800.27
217553,1,0,0,35203.5
217554,4,2,0,143550.0
217556,19,6,0,664642.9
217557,5,2,0,106977.4
217558,3,3,0,350939.53
217559,8,2,0,227311.88
217560,1,0,0,24133.5
217561,7,1,0,62538.605
217562,1,1,0,508050.0
217563,8,4,0,434466.22
217565,1,1,0,5.4e+06
217566,1,0,0,51907.5
217567,5,3,0,440793.9
217568,2,0,0,35858.25
217570,9,2,0,258034.5
217571,8,1,0,730740.4
217572,2,0,0,191087.9
217573,3,2,0,630000.0
217574,4,4,0,465342.75
217575,2,1,0,263316.16
217576,6,2,0,505322.4
217577,20,4,0,116460.0
217578,1,0,0,70915.5
217580,1,0,0,99000.0
217581,7,2,0,139079.58
217582,2,1,0,89955.0
217584,1,1,0,369000.0
217587,3,0,0,65350.5
217588,1,0,0,78750.0
217589,5,2,0,171528.3
217590,1,0,0,504675.0
217591,7,3,0,238440.22
217592,1,0,0,317700.0
217593,3,1,0,142638.0
217595,20,5,0,195589.72
217596,6,3,0,420624.0
217597,7,4,0,276315.44
217599,1,1,0,6.75e+06
217600,15,6,0,489531.9
217601,9,4,0,181267.5
217602,8,3,0,1.423211e+06
217603,15,4,0,350455.2
217605,8,3,0,198711.56
217607,1,1,0,49500.0
217608,4,2,0,56250.9
217611,11,6,0,159447.27
217612,2,2,0,49500.0
217613,3,1,0,720978.0
217614,16,7,0,124212.56
217615,13,6,0,367048.28
217616,6,3,0,210535.5
217617,7,0,0,324411.44
217618,2,1,0,45648.0
217619,2,0,0,1.276875e+06
217621,13,2,0,115456.5
217622,9,7,0,162649.5
217623,4,2,0,456281.94
217624,4,0,0,89627.94
217626,1,1,0,252000.0
217627,12,7,0,350630.28
217628,1,0,0,74700.0
217629,3,0,0,1.144671e+06
217630,6,5,0,243355.95
217632,4,2,0,39755.25
217633,3,1,0,770016.5
217634,2,1,0,279000.0
217635,3,1,0,138094.5
217637,6,1,0,155263.5
217638,2,1,0,83902.5
217639,1,1,0,45000.0
217640,5,2,0,110123.1
217641,3,0,0,68617.5
217642,4,1,0,206082.0
217643,6,3,0,3.438e+06
217644,5,3,0,574200.0
217645,2,0,0,93741.75
217646,5,1,0,409695.3
217647,2,1,0,102883.81
217648,20,5,0,71764.1
217649,2,0,0,141750.0
217650,9,2,0,165402.75
217651,6,1,0,54492.824
217652,4,0,0,188292.38
217653,3,0,0,136254.0
217654,4,3,0,505193.62
217655,18,5,0,250980.14
217656,5,3,0,98033.35
217657,5,2,0,121451.4
217658,2,1,0,40934.25
217659,1,0,0,117211.5
217660,9,2,0,490152.5
217661,2,0,0,31405.5
217662,13,6,0,218369.34
217663,4,3,0,225415.97
217664,5,1,0,55549.8
217665,1,0,0,32706.0
217666,1,1,0,86800.5
217667,20,2,0,470179.4
217668,7,3,0,1.6239091e+06
217669,5,1,0,97274.336
217670,4,0,0,84318.31
217671,3,2,0,780000.0
217672,10,5,0,221593.5
217673,3,1,0,1.425e+06
217674,3,2,0,75000.0
217675,3,1,0,108913.5
217676,8,2,0,163308.38
217678,16,4,0,231644.62
217679,5,2,0,176382.9
217680,5,2,0,198023.4
217681,4,1,0,87887.25
217682,5,0,0,25068.6
217684,7,3,0,534792.2
217688,3,1,0,412500.0
217689,3,2,0,532500.0
217690,5,4,0,186888.6
217692,1,1,0,3.258e+06
217693,4,2,0,303804.0
217694,8,2,0,434283.75
217695,4,0,0,405981.0
217696,5,3,0,204244.38
217697,6,2,0,71401.16
217698,2,2,0,1.3275e+06
217699,9,4,0,1.0226539e+06
217701,3,2,0,115993.5
217702,3,2,0,273900.0
217703,3,1,0,213447.0
217704,8,4,0,315477.56
217705,3,1,0,218263.5
217706,1,0,0,20660.31
217708,2,2,0,553050.0
217710,2,1,0,684436.5
217711,9,3,0,186579.86
217712,2,1,0,1.9125e+06
217713,4,1,0,229871.25
217714,7,5,0,380078.44
217715,11,2,0,83875.5
217716,9,3,0,1.4784894e+06
217717,3,2,0,474750.0
217718,4,1,0,76237.72
217719,2,1,0,130905.0
217720,4,2,0,223417.12
217721,14,8,0,481678.16
217722,3,2,0,435001.5
217723,8,2,0,73396.125
217724,4,0,0,173811.38
217726,8,0,0,89194.41
217727,1,0,0,0.0
217728,8,6,0,110989.69
217730,1,1,0,1.894545e+06
217731,11,5,0,377184.03
217732,12,4,0,421815.28
217733,5,1,0,222860.75
