SK_ID_CURR,N_PREV_APPLICATIONS,N_PREV_REFUSED,N_PREV_APPROVED,PREV_REFUSED_RATIO
117411,1,0,1,0.0
117412,12,3,8,0.25
117413,9,0,8,0.0
117414,6,0,4,0.0
117415,6,0,6,0.0
117416,1,0,1,0.0
117417,4,1,2,0.25
117418,2,0,2,0.0
117419,5,2,3,0.4
117420,2,0,2,0.0
117421,5,0,4,0.0
117422,1,0,1,0.0
117423,5,0,3,0.0
117424,7,0,6,0.0
117425,46,22,12,0.4782608695652174
117426,1,0,1,0.0
117427,3,2,1,0.6666666666666666
117428,1,0,1,0.0
117429,8,0,7,0.0
117430,3,0,3,0.0
117432,1,0,1,0.0
117433,3,2,1,0.6666666666666666
117434,1,0,1,0.0
117435,7,2,5,0.2857142857142857
117436,6,1,5,0.16666666666666666
117438,3,1,2,0.3333333333333333
117439,4,0,2,0.0
117440,5,0,3,0.0
117441,5,1,4,0.2
117442,2,0,2,0.0
117443,2,0,2,0.0
117444,4,0,3,0.0
117445,1,0,1,0.0
117446,2,0,2,0.0
117448,8,2,4,0.25
117449,1,0,1,0.0
117450,11,5,3,0.45454545454545453
117451,4,0,3,0.0
117452,1,0,1,0.0
117453,5,0,4,0.0
117454,8,2,5,0.25
117455,2,0,2,0.0
117456,4,0,4,0.0
117457,9,0,9,0.0
117458,3,0,2,0.0
117459,3,0,3,0.0
117461,3,2,1,0.6666666666666666
117462,6,0,4,0.0
117463,9,3,2,0.3333333333333333
117466,2,0,2,0.0
117467,3,0,2,0.0
117468,4,0,3,0.0
117469,3,1,1,0.3333333333333333
117470,13,12,1,0.9230769230769231
117471,9,2,4,0.2222222222222222
117472,9,1,5,0.1111111111111111
117473,2,0,1,0.0
117474,3,0,2,0.0
117475,4,0,4,0.0
117476,2,0,2,0.0
117477,1,0,1,0.0
117478,2,0,2,0.0
117479,4,1,2,0.25
117480,1,0,1,0.0
117481,3,0,3,0.0
117482,6,0,4,0.0
117483,1,0,1,0.0
117484,1,0,1,0.0
117485,1,0,1,0.0
117486,5,1,3,0.2
117487,4,1,2,0.25
117488,6,2,4,0.3333333333333333
117489,7,1,5,0.14285714285714285
117490,7,0,6,0.0
117491,7,0,3,0.0
117492,5,0,4,0.0
117493,1,0,1,0.0
117494,10,2,5,0.2
117495,4,3,1,0.75
117497,4,0,2,0.0
117499,3,0,3,0.0
117500,2,0,1,0.0
117501,3,0,3,0.0
117502,2,0,2,0.0
117503,8,0,7,0.0
117504,3,0,2,0.0
117505,3,1,2,0.3333333333333333
117506,4,2,2,0.5
117507,8,2,5,0.25
117508,2,0,2,0.0
117509,1,0,1,0.0
117510,1,0,1,0.0
117511,1,0,1,0.0
117512,3,2,1,0.6666666666666666
117513,2,0,2,0.0
117514,1,0,1,0.0
117515,5,0,3,0.0
117516,2,0,2,0.0
117517,2,0,1,0.0
117518,1,0,1,0.0
117519,1,0,1,0.0
117520,6,3,1,0.5
117521,3,0,3,0.0
117522,2,0,2,0.0
117523,4,0,3,0.0
117524,5,0,3,0.0
117525,11,0,8,0.0
117526,7,4,1,0.5714285714285714
117527,2,0,2,0.0
117528,5,0,4,0.0
117529,2,0,2,0.0
117530,4,1,2,0.25
117531,3,0,3,0.0
117532,10,3,5,0.3
117533,4,2,1,0.5
117534,3,1,2,0.3333333333333333
117535,9,0,7,0.0
117536,15,5,8,0.3333333333333333
117537,2,0,2,0.0
117538,1,0,1,0.0
117539,8,0,8,0.0
117540,3,0,3,0.0
117541,13,1,5,0.07692307692307693
117542,9,2,7,0.2222222222222222
117543,1,0,1,0.0
117544,4,0,3,0.0
117546,6,1,3,0.16666666666666666
117547,4,0,2,0.0
117548,4,1,3,0.25
117549,1,0,1,0.0
117550,7,0,7,0.0
117551,1,0,1,0.0
117552,11,3,5,0.2727272727272727
117553,12,4,8,0.3333333333333333
117554,1,0,1,0.0
117555,6,1,3,0.16666666666666666
117556,5,0,4,0.0
117557,9,7,2,0.7777777777777778
117558,9,0,7,0.0
117559,1,0,1,0.0
117560,8,1,5,0.125
117561,1,0,1,0.0
117562,3,0,2,0.0
117563,5,0,1,0.0
117564,4,0,2,0.0
117565,6,2,4,0.3333333333333333
117566,14,5,3,0.35714285714285715
117567,11,0,6,0.0
117568,1,0,1,0.0
117569,3,0,3,0.0
117570,2,0,2,0.0
117571,11,2,5,0.18181818181818182
117572,2,0,1,0.0
117573,13,2,6,0.15384615384615385
117574,2,0,2,0.0
117575,4,2,2,0.5
117576,1,0,1,0.0
117577,3,1,2,0.3333333333333333
117578,4,0,3,0.0
117579,20,2,12,0.1
117580,9,0,8,0.0
117581,4,1,3,0.25
117582,5,0,4,0.0
117584,5,0,3,0.0
117585,10,5,4,0.5
117586,1,0,1,0.0
117587,5,0,5,0.0
117588,2,1,1,0.5
117589,6,1,3,0.16666666666666666
117590,1,0,1,0.0
117591,24,11,9,0.4583333333333333
117592,1,0,1,0.0
117593,14,2,10,0.14285714285714285
117594,7,1,5,0.14285714285714285
117595,6,2,4,0.3333333333333333
117596,1,0,1,0.0
117597,3,1,2,0.3333333333333333
117598,2,0,1,0.0
117599,2,0,2,0.0
117600,9,0,2,0.0
117601,9,0,3,0.0
117602,1,0,1,0.0
117603,3,0,2,0.0
117604,2,0,2,0.0
117605,2,0,2,0.0
117606,5,1,3,0.2
117607,2,1,1,0.5
117608,6,0,6,0.0
117609,12,2,3,0.16666666666666666
117610,7,1,6,0.14285714285714285
117611,3,1,1,0.3333333333333333
117612,4,3,1,0.75
117613,3,0,3,0.0
117614,3,0,3,0.0
117615,1,0,1,0.0
117616,9,1,6,0.1111111111111111
117617,4,0,2,0.0
117618,9,0,6,0.0
117619,3,1,2,0.3333333333333333
117620,14,0,6,0.0
117621,7,1,6,0.14285714285714285
117622,3,0,3,0.0
117623,2,0,2,0.0
117624,5,2,3,0.4
117625,1,0,1,0.0
117627,4,0,4,0.0
117628,8,3,3,0.375
117629,1,0,1,0.0
117630,4,2,1,0.5
117631,2,0,2,0.0
117632,1,0,1,0.0
117633,4,0,3,0.0
117634,11,2,6,0.18181818181818182
117635,6,0,4,0.0
117636,3,0,3,0.0
117637,9,2,4,0.2222222222222222
117638,1,0,1,0.0
117639,3,1,2,0.3333333333333333
117640,6,4,2,0.6666666666666666
117641,9,0,8,0.0
117642,2,0,2,0.0
117643,3,0,2,0.0
117644,6,0,4,0.0
117645,2,0,2,0.0
117646,8,2,5,0.25
117647,8,2,5,0.25
117648,5,0,5,0.0
117649,3,0,3,0.0
117650,2,0,1,0.0
117651,3,0,3,0.0
117652,3,1,2,0.3333333333333333
117653,2,0,2,0.0
117654,1,0,1,0.0
117655,1,0,1,0.0
117656,7,0,5,0.0
117657,2,0,2,0.0
117658,4,2,2,0.5
117659,19,4,14,0.21052631578947367
117660,9,0,5,0.0
117661,3,0,3,0.0
117662,5,1,2,0.2
117664,2,0,1,0.0
117665,8,1,4,0.125
117666,2,0,1,0.0
117667,5,0,5,0.0
117668,3,0,3,0.0
117669,1,0,1,0.0
117670,9,0,5,0.0
117671,12,0,7,0.0
117672,4,0,2,0.0
117673,1,0,1,0.0
117674,5,1,4,0.2
117675,6,1,5,0.16666666666666666
117676,9,2,6,0.2222222222222222
117677,1,0,1,0.0
117678,1,0,1,0.0
117679,3,0,1,0.0
117681,4,0,3,0.0
117682,2,1,1,0.5
117683,2,0,2,0.0
117684,8,0,7,0.0
117685,1,0,1,0.0
117686,4,1,3,0.25
117687,5,0,5,0.0
117688,3,0,3,0.0
117689,4,0,3,0.0
117690,1,0,1,0.0
117691,3,0,1,0.0
117692,9,2,2,0.2222222222222222
117693,2,0,2,0.0
117694,8,2,6,0.25
117695,2,0,2,0.0
117696,2,0,2,0.0
117697,9,0,8,0.0
117698,4,2,2,0.5
117699,5,0,4,0.0
117700,2,0,1,0.0
117701,11,2,9,0.18181818181818182
117702,5,0,5,0.0
117703,1,0,1,0.0
117704,1,0,1,0.0
117705,2,0,2,0.0
117706,3,0,2,0.0
117707,8,0,3,0.0
117708,5,0,3,0.0
117709,2,0,2,0.0
117710,2,0,2,0.0
117711,3,0,1,0.0
117712,1,0,1,0.0
117713,3,1,2,0.3333333333333333
117714,1,0,1,0.0
117715,7,0,5,0.0
117716,8,1,7,0.125
117717,4,3,1,0.75
117718,2,1,1,0.5
117719,12,3,3,0.25
117720,15,4,10,0.26666666666666666
117721,8,1,5,0.125
117722,1,0,1,0.0
117723,2,0,2,0.0
117724,7,2,4,0.2857142857142857
117725,2,0,2,0.0
117726,1,0,1,0.0
117727,5,2,2,0.4
117728,3,0,2,0.0
117729,2,0,2,0.0
117730,3,0,3,0.0
117731,5,1,3,0.2
117733,4,0,4,0.0
117734,2,0,2,0.0
117735,2,0,2,0.0
117736,2,0,2,0.0
117737,3,2,1,0.6666666666666666
117738,5,0,4,0.0
117739,6,1,3,0.16666666666666666
117740,4,0,4,0.0
117741,16,4,4,0.25
117742,1,0,1,0.0
117743,10,1,4,0.1
117744,3,1,2,0.3333333333333333
117745,3,0,3,0.0
117746,2,0,2,0.0
117747,2,0,2,0.0
117748,3,0,2,0.0
117749,6,3,3,0.5
117750,11,3,3,0.2727272727272727
117751,7,6,1,0.8571428571428571
117752,8,3,5,0.375
117753,2,0,2,0.0
117754,10,1,8,0.1
117755,12,3,4,0.25
117756,8,2,4,0.25
117757,13,1,11,0.07692307692307693
117758,1,0,1,0.0
117759,12,2,5,0.16666666666666666
117760,5,1,2,0.2
117761,8,2,4,0.25
117762,7,1,6,0.14285714285714285
117763,2,0,2,0.0
117764,1,0,1,0.0
117765,3,0,3,0.0
117767,2,0,2,0.0
117768,1,0,1,0.0
117769,1,0,1,0.0
117770,1,0,1,0.0
117771,2,1,1,0.5
117772,6,0,4,0.0
117773,2,0,2,0.0
117774,17,10,5,0.5882352941176471
117775,4,1,3,0.25
117776,4,0,4,0.0
117777,10,0,10,0.0
117778,8,1,6,0.125
117779,8,0,8,0.0
117780,6,1,4,0.16666666666666666
117781,3,1,2,0.3333333333333333
117782,5,0,5,0.0
117783,14,5,3,0.35714285714285715
117784,4,2,2,0.5
117785,11,2,7,0.18181818181818182
117786,8,5,1,0.625
117787,1,0,1,0.0
117788,11,3,7,0.2727272727272727
117789,2,0,2,0.0
117790,3,0,3,0.0
117791,3,0,3,0.0
117793,6,0,5,0.0
117794,1,0,1,0.0
117795,22,14,4,0.6363636363636364
117796,3,0,3,0.0
117797,2,0,2,0.0
117798,3,0,3,0.0
117799,7,0,7,0.0
117800,3,2,1,0.6666666666666666
117801,2,0,2,0.0
117802,4,1,2,0.25
117804,10,2,6,0.2
117805,2,0,1,0.0
117806,5,0,2,0.0
117807,6,2,2,0.3333333333333333
117808,8,1,5,0.125
117809,6,1,5,0.16666666666666666
117810,1,0,1,0.0
117811,1,0,1,0.0
117812,6,0,5,0.0
117813,3,0,3,0.0
117814,2,0,1,0.0
117815,13,9,2,0.6923076923076923
117816,2,0,2,0.0
117817,5,1,3,0.2
117819,2,0,1,0.0
117820,1,0,1,0.0
117821,3,0,1,0.0
117822,4,0,4,0.0
117823,3,0,3,0.0
117824,6,3,3,0.5
117825,1,0,1,0.0
117826,7,0,7,0.0
117827,2,0,2,0.0
117828,3,1,1,0.3333333333333333
117829,3,0,3,0.0
117830,3,0,3,0.0
117831,4,1,1,0.25
117832,1,0,1,0.0
117833,5,0,4,0.0
117834,3,0,2,0.0
117835,20,7,8,0.35
117837,2,0,2,0.0
117838,3,0,3,0.0
117839,13,2,7,0.15384615384615385
117840,1,0,1,0.0
117841,7,3,2,0.42857142857142855
117842,4,0,4,0.0
117843,4,0,3,0.0
117844,11,3,4,0.2727272727272727
117845,2,0,1,0.0
117846,6,1,5,0.16666666666666666
117847,3,0,2,0.0
117848,4,0,4,0.0
117849,7,0,7,0.0
117851,3,0,2,0.0
117852,4,0,2,0.0
117853,2,0,2,0.0
117854,7,1,4,0.14285714285714285
117855,1,0,1,0.0
117856,4,0,3,0.0
117857,1,0,1,0.0
117859,8,2,3,0.25
117860,5,0,5,0.0
117861,11,4,6,0.36363636363636365
117862,8,1,5,0.125
117863,5,2,2,0.4
117864,5,0,5,0.0
117865,3,2,1,0.6666666666666666
117866,5,1,4,0.2
117867,2,0,2,0.0
117868,1,0,1,0.0
117869,2,0,2,0.0
117870,9,0,5,0.0
117871,5,1,2,0.2
117872,4,0,4,0.0
117873,7,1,4,0.14285714285714285
117874,4,0,4,0.0
117875,9,2,4,0.2222222222222222
117876,7,0,5,0.0
117877,4,0,4,0.0
117878,8,1,4,0.125
117879,8,2,1,0.25
117880,2,0,2,0.0
117882,3,0,3,0.0
117883,12,6,1,0.5
117884,8,0,5,0.0
117885,2,0,2,0.0
117886,1,0,1,0.0
117887,5,4,1,0.8
117888,5,0,4,0.0
117889,2,0,2,0.0
117890,6,0,4,0.0
117891,3,1,2,0.3333333333333333
117892,1,0,1,0.0
117893,1,0,1,0.0
117894,1,0,1,0.0
117895,3,0,2,0.0
117896,1,0,1,0.0
117898,3,0,3,0.0
117899,3,0,3,0.0
117900,3,0,2,0.0
117901,1,0,1,0.0
117902,7,1,5,0.14285714285714285
117903,1,0,1,0.0
117904,1,0,1,0.0
117906,2,0,2,0.0
117907,3,1,1,0.3333333333333333
117908,2,0,2,0.0
117909,4,1,1,0.25
117910,5,1,4,0.2
117911,1,0,1,0.0
117913,13,2,9,0.15384615384615385
117914,1,0,1,0.0
117915,2,0,1,0.0
117916,16,3,8,0.1875
117917,2,0,1,0.0
117918,2,0,1,0.0
117919,29,10,14,0.3448275862068966
117920,19,10,6,0.5263157894736842
117921,6,0,4,0.0
117922,1,0,1,0.0
117923,2,0,2,0.0
117924,1,0,1,0.0
117925,6,0,6,0.0
117926,5,1,4,0.2
117928,11,1,7,0.09090909090909091
117930,6,0,6,0.0
117931,8,0,8,0.0
117932,3,0,3,0.0
117933,7,1,6,0.14285714285714285
117934,2,0,1,0.0
117935,1,0,1,0.0
117936,9,2,6,0.2222222222222222
117937,7,3,3,0.42857142857142855
117938,3,0,2,0.0
117939,4,0,3,0.0
117940,1,0,1,0.0
117941,8,1,7,0.125
117942,14,0,9,0.0
117943,2,0,2,0.0
117945,4,0,2,0.0
117946,3,0,2,0.0
117947,13,0,8,0.0
117948,1,0,1,0.0
117949,12,3,7,0.25
117950,10,0,6,0.0
117951,4,2,1,0.5
117952,5,0,2,0.0
117953,4,1,2,0.25
117954,3,0,2,0.0
117955,2,0,2,0.0
117956,11,0,8,0.0
117957,8,1,6,0.125
117958,4,2,2,0.5
117959,1,0,1,0.0
117960,5,1,3,0.2
117961,4,1,3,0.25
117962,7,3,2,0.42857142857142855
117963,6,1,4,0.16666666666666666
117965,9,1,5,0.1111111111111111
117966,4,0,3,0.0
117967,6,1,3,0.16666666666666666
117968,5,0,2,0.0
117969,1,0,1,0.0
117970,1,0,1,0.0
117971,3,0,2,0.0
117972,3,0,3,0.0
117973,4,2,2,0.5
117974,1,0,1,0.0
117975,2,0,2,0.0
117976,3,1,1,0.3333333333333333
117977,7,1,5,0.14285714285714285
117978,7,0,6,0.0
117979,1,0,1,0.0
117980,8,0,4,0.0
117981,6,0,5,0.0
117982,4,0,3,0.0
117983,6,1,5,0.16666666666666666
117984,1,0,1,0.0
117985,2,0,2,0.0
117986,8,1,3,0.125
117987,1,0,1,0.0
117988,3,0,2,0.0
117989,7,1,3,0.14285714285714285
117990,1,0,1,0.0
117991,16,5,3,0.3125
117992,7,0,5,0.0
117993,6,0,4,0.0
117994,6,0,5,0.0
117995,3,0,3,0.0
117996,5,1,2,0.2
117997,6,0,4,0.0
117998,9,5,1,0.5555555555555556
117999,3,0,3,0.0
118000,3,0,2,0.0
118001,3,0,2,0.0
118002,1,0,1,0.0
118003,2,0,1,0.0
118004,8,2,4,0.25
118005,14,5,5,0.35714285714285715
118006,1,0,1,0.0
118007,4,0,4,0.0
118008,2,0,2,0.0
118009,2,0,2,0.0
118010,2,0,2,0.0
118011,7,2,5,0.2857142857142857
118012,7,0,2,0.0
118013,2,0,2,0.0
118014,1,0,1,0.0
118015,10,5,3,0.5
118016,8,1,5,0.125
118017,1,0,1,0.0
118018,4,0,3,0.0
118019,1,0,1,0.0
118020,1,0,1,0.0
118021,1,0,1,0.0
118022,7,2,2,0.2857142857142857
118023,1,0,1,0.0
118024,1,0,1,0.0
118025,3,1,2,0.3333333333333333
118026,3,0,3,0.0
118027,12,4,1,0.3333333333333333
118028,10,0,8,0.0
118029,1,0,1,0.0
118030,1,0,1,0.0
118031,3,0,3,0.0
118032,2,0,2,0.0
118034,8,5,1,0.625
118035,1,0,1,0.0
118036,5,0,4,0.0
118037,7,0,3,0.0
118038,12,6,6,0.5
118039,2,0,2,0.0
118040,1,0,1,0.0
118041,2,0,2,0.0
118044,10,0,6,0.0
118045,3,0,3,0.0
118047,9,0,7,0.0
118048,4,1,3,0.25
118049,5,0,2,0.0
118050,1,0,1,0.0
118051,10,2,8,0.2
118052,3,1,2,0.3333333333333333
118053,3,0,3,0.0
118054,5,0,4,0.0
118055,10,3,6,0.3
118056,1,0,1,0.0
118057,1,0,1,0.0
118058,8,0,3,0.0
118059,7,1,5,0.14285714285714285
118060,16,6,3,0.375
118061,4,0,2,0.0
118062,1,0,1,0.0
118063,1,0,1,0.0
118064,5,0,2,0.0
118065,6,0,5,0.0
118066,6,0,5,0.0
118067,1,0,1,0.0
118068,3,0,3,0.0
118069,6,0,4,0.0
118070,10,0,5,0.0
118071,4,3,1,0.75
118072,1,0,1,0.0
118073,2,0,2,0.0
118074,1,0,1,0.0
118075,5,0,5,0.0
118077,10,0,5,0.0
118078,2,0,1,0.0
118079,4,1,3,0.25
118080,3,0,2,0.0
118081,1,0,1,0.0
118082,3,0,3,0.0
118083,1,0,1,0.0
118084,1,0,1,0.0
118085,6,0,6,0.0
118086,4,0,4,0.0
118088,3,1,2,0.3333333333333333
118089,8,3,5,0.375
118090,5,1,3,0.2
118091,2,0,0,0.0
118092,5,1,3,0.2
118094,2,1,1,0.5
118095,2,0,2,0.0
118096,3,0,1,0.0
118097,2,0,2,0.0
118098,3,0,3,0.0
118099,2,0,2,0.0
118100,7,4,2,0.5714285714285714
118101,4,0,4,0.0
118102,4,0,3,0.0
118103,3,0,2,0.0
118104,1,0,1,0.0
118105,19,4,6,0.21052631578947367
118106,5,0,2,0.0
118107,2,0,2,0.0
118108,1,0,1,0.0
118109,4,0,3,0.0
118110,5,0,4,0.0
118111,1,0,1,0.0
118112,3,0,3,0.0
118113,3,0,3,0.0
118114,4,1,2,0.25
118115,6,0,5,0.0
118116,2,0,2,0.0
118117,1,0,1,0.0
118118,7,0,5,0.0
118119,12,3,5,0.25
118120,1,0,1,0.0
118121,2,0,2,0.0
118123,14,3,8,0.21428571428571427
118124,9,2,6,0.2222222222222222
118125,1,0,1,0.0
118126,6,0,4,0.0
118127,4,0,3,0.0
118128,1,0,1,0.0
118129,9,2,7,0.2222222222222222
118130,2,1,1,0.5
118131,2,0,2,0.0
118132,1,0,1,0.0
118133,2,0,2,0.0
118134,5,1,4,0.2
118135,9,4,1,0.4444444444444444
118136,3,2,1,0.6666666666666666
118137,2,1,1,0.5
118138,7,0,7,0.0
118139,5,0,2,0.0
118140,2,0,2,0.0
118141,1,0,1,0.0
118142,1,0,1,0.0
118143,6,0,5,0.0
118144,1,0,1,0.0
118145,2,0,2,0.0
118147,4,0,4,0.0
118148,2,0,2,0.0
118149,4,0,3,0.0
118150,2,0,2,0.0
118151,5,0,4,0.0
118152,4,1,2,0.25
118153,3,2,1,0.6666666666666666
118154,3,0,3,0.0
118155,1,0,1,0.0
118156,1,0,1,0.0
118157,7,3,3,0.42857142857142855
118158,4,0,4,0.0
118159,10,5,5,0.5
118161,6,0,4,0.0
118162,1,0,1,0.0
118163,5,1,4,0.2
118164,3,0,3,0.0
118165,19,6,10,0.3157894736842105
118166,6,0,4,0.0
118167,1,0,1,0.0
118168,13,3,4,0.23076923076923078
118169,1,0,1,0.0
118170,2,0,2,0.0
118172,1,0,1,0.0
118173,2,0,2,0.0
118174,4,0,3,0.0
118175,8,0,7,0.0
118176,1,0,1,0.0
118179,3,0,3,0.0
118180,7,2,2,0.2857142857142857
118181,1,0,1,0.0
118182,4,3,1,0.75
118183,1,0,1,0.0
118184,3,0,1,0.0
118185,7,0,4,0.0
118186,1,0,1,0.0
118187,7,2,1,0.2857142857142857
118188,6,2,3,0.3333333333333333
118189,1,0,1,0.0
118190,5,0,4,0.0
118191,1,0,1,0.0
118192,1,0,1,0.0
118193,5,0,5,0.0
118194,7,0,7,0.0
118195,3,0,3,0.0
118196,4,1,3,0.25
118197,13,1,9,0.07692307692307693
118198,5,0,5,0.0
118199,3,0,2,0.0
118201,2,0,2,0.0
118202,8,3,4,0.375
118203,4,0,4,0.0
118204,2,0,2,0.0
118205,3,0,3,0.0
118206,6,3,3,0.5
118207,2,0,1,0.0
118208,2,0,1,0.0
118209,7,0,5,0.0
118210,5,0,4,0.0
118211,17,6,6,0.35294117647058826
118212,1,0,1,0.0
118213,3,1,2,0.3333333333333333
118214,5,1,3,0.2
118215,2,0,1,0.0
118217,11,2,7,0.18181818181818182
118218,5,2,3,0.4
118219,6,2,4,0.3333333333333333
118220,8,2,6,0.25
118221,6,3,3,0.5
118222,2,0,2,0.0
118223,4,1,3,0.25
118224,1,0,1,0.0
118225,3,0,2,0.0
118226,10,3,3,0.3
118227,4,0,3,0.0
118228,1,0,1,0.0
118229,3,0,3,0.0
118230,7,0,6,0.0
118231,14,4,7,0.2857142857142857
118232,7,0,6,0.0
118233,9,0,8,0.0
118234,4,0,2,0.0
118235,1,0,1,0.0
118236,3,0,3,0.0
118237,2,0,1,0.0
118238,1,0,1,0.0
118239,1,0,1,0.0
118240,3,0,3,0.0
118241,2,0,2,0.0
118242,9,3,4,0.3333333333333333
118243,4,0,1,0.0
118244,5,3,2,0.6
118245,2,0,1,0.0
118246,10,4,6,0.4
118247,4,0,3,0.0
118248,7,2,5,0.2857142857142857
118249,2,0,2,0.0
118250,1,0,1,0.0
118251,6,0,3,0.0
118252,1,0,1,0.0
118253,7,0,4,0.0
118254,6,1,5,0.16666666666666666
118255,16,11,2,0.6875
118256,4,0,2,0.0
118257,1,0,1,0.0
118258,10,3,2,0.3
118259,5,2,2,0.4
118260,20,6,6,0.3
118261,13,2,10,0.15384615384615385
118262,3,0,3,0.0
118263,4,0,4,0.0
118264,2,0,1,0.0
118265,1,0,1,0.0
118266,7,2,4,0.2857142857142857
118267,5,0,5,0.0
118268,4,1,3,0.25
118269,1,0,1,0.0
118270,3,0,1,0.0
118271,6,0,2,0.0
118272,1,0,1,0.0
118273,2,0,1,0.0
118274,27,10,9,0.37037037037037035
118275,5,0,3,0.0
118276,10,6,3,0.6
118277,3,0,2,0.0
118278,12,3,9,0.25
118279,1,0,1,0.0
118280,4,0,4,0.0
118281,4,0,4,0.0
118282,6,1,1,0.16666666666666666
118283,2,0,2,0.0
118284,3,0,1,0.0
118285,4,1,3,0.25
118286,4,0,4,0.0
118287,1,0,1,0.0
118288,7,2,4,0.2857142857142857
118289,13,4,4,0.3076923076923077
118290,4,0,3,0.0
118291,18,5,7,0.2777777777777778
118292,6,0,4,0.0
118293,1,0,1,0.0
118294,2,0,2,0.0
118295,1,0,1,0.0
118296,2,1,1,0.5
118297,1,0,1,0.0
118298,7,2,5,0.2857142857142857
118299,7,1,5,0.14285714285714285
118300,5,0,4,0.0
118301,3,0,2,0.0
118302,2,0,1,0.0
118303,5,0,5,0.0
118304,3,0,2,0.0
118305,5,0,4,0.0
118306,5,0,5,0.0
118307,10,0,10,0.0
118308,1,0,1,0.0
118309,5,0,5,0.0
118310,8,0,7,0.0
118311,2,0,2,0.0
118312,4,0,2,0.0
118313,2,0,2,0.0
118314,4,0,2,0.0
118315,2,0,2,0.0
118316,3,0,2,0.0
118317,7,1,4,0.14285714285714285
118318,3,0,1,0.0
118319,6,0,3,0.0
118321,5,0,4,0.0
118322,4,0,3,0.0
118323,5,1,3,0.2
118324,1,0,1,0.0
118325,14,4,7,0.2857142857142857
118326,8,1,5,0.125
118327,6,0,3,0.0
118328,3,0,3,0.0
118329,6,0,5,0.0
118331,2,0,2,0.0
118332,6,3,3,0.5
118333,26,8,3,0.3076923076923077
118334,7,2,4,0.2857142857142857
118335,3,0,3,0.0
118336,2,0,2,0.0
118337,4,1,1,0.25
118338,3,0,2,0.0
118339,15,6,8,0.4
118340,8,0,4,0.0
118341,12,3,7,0.25
118342,9,4,5,0.4444444444444444
118343,2,0,2,0.0
118344,3,0,1,0.0
118345,19,3,8,0.15789473684210525
118346,2,0,2,0.0
118347,1,0,1,0.0
118348,1,0,1,0.0
118349,7,5,2,0.7142857142857143
118350,1,0,1,0.0
118351,5,0,5,0.0
118352,1,0,1,0.0
118353,13,7,2,0.5384615384615384
118354,3,0,3,0.0
118355,2,1,1,0.5
118357,4,0,3,0.0
118358,7,0,3,0.0
118359,1,0,1,0.0
118360,5,0,5,0.0
118361,2,0,2,0.0
118362,3,0,3,0.0
118363,2,0,2,0.0
118364,2,0,2,0.0
118365,1,0,1,0.0
118366,3,0,3,0.0
118367,9,2,5,0.2222222222222222
118368,3,0,2,0.0
118369,9,1,6,0.1111111111111111
118370,6,1,5,0.16666666666666666
118371,7,0,4,0.0
118372,2,1,1,0.5
118373,2,0,1,0.0
118374,4,1,2,0.25
118375,4,0,3,0.0
118376,1,0,1,0.0
118377,2,1,1,0.5
118378,13,0,8,0.0
118379,3,0,2,0.0
118380,2,1,1,0.5
118381,2,0,2,0.0
118382,2,0,2,0.0
118383,4,0,3,0.0
118385,1,0,1,0.0
118386,1,0,1,0.0
118387,1,0,1,0.0
118388,11,0,9,0.0
118389,14,3,7,0.21428571428571427
118390,1,0,1,0.0
118391,4,0,4,0.0
118392,4,0,3,0.0
118393,1,0,1,0.0
118394,12,2,10,0.16666666666666666
118395,3,0,3,0.0
118396,3,0,3,0.0
118397,6,0,6,0.0
118398,10,6,4,0.6
118399,3,0,3,0.0
118400,16,4,3,0.25
118401,3,0,3,0.0
118402,1,0,1,0.0
118403,7,0,3,0.0
118404,4,0,4,0.0
118405,2,0,2,0.0
118406,7,0,6,0.0
118407,5,1,2,0.2
118408,3,0,3,0.0
118409,3,2,0,0.6666666666666666
118410,4,1,2,0.25
118411,3,0,2,0.0
118412,3,0,3,0.0
118413,8,3,5,0.375
118414,8,1,7,0.125
118415,9,4,5,0.4444444444444444
118416,1,0,1,0.0
118417,4,1,3,0.25
118418,4,0,4,0.0
118419,11,2,5,0.18181818181818182
118420,4,0,3,0.0
118421,6,1,5,0.16666666666666666
118422,5,0,5,0.0
118423,1,0,1,0.0
118424,10,4,2,0.4
118425,5,2,2,0.4
118426,3,0,3,0.0
118427,5,0,3,0.0
118428,5,2,3,0.4
118429,7,5,2,0.7142857142857143
118430,1,0,1,0.0
118431,13,4,7,0.3076923076923077
118432,1,0,1,0.0
118433,7,0,4,0.0
118434,5,3,2,0.6
118435,3,0,2,0.0
118436,3,0,3,0.0
118437,1,0,1,0.0
118438,11,3,4,0.2727272727272727
118439,2,0,1,0.0
118440,17,5,9,0.29411764705882354
118441,2,0,2,0.0
118442,1,0,1,0.0
118443,2,0,2,0.0
118445,3,0,2,0.0
118446,4,1,2,0.25
118447,3,0,2,0.0
118448,4,0,4,0.0
118449,2,0,2,0.0
118450,11,4,7,0.36363636363636365
118451,2,0,2,0.0
118453,7,0,6,0.0
118454,2,0,2,0.0
118455,2,0,2,0.0
118456,9,2,3,0.2222222222222222
118457,7,0,6,0.0
118458,1,0,1,0.0
118459,2,0,2,0.0
118460,5,0,5,0.0
118461,5,0,5,0.0
118462,8,0,7,0.0
118463,5,1,4,0.2
118466,1,0,1,0.0
118467,3,2,1,0.6666666666666666
118468,1,0,1,0.0
